"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1974","671.5","9.5","12.5","6.5"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1975","494.7","9.9","13.0","6.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1976","462.9","8.7","11.7","5.6"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1977","563.0","8.9","11.8","6.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1978","619.7","8.5","11.4","5.5"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1979","635.8","7.8","10.7","4.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1980","780.6","8.1","10.9","5.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1981","785.6","8.4","11.4","5.4"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1982","637.9","9.2","12.4","6.0"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1983","653.5","9.4","12.4","6.4"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1984","644.5","9.0","11.7","6.3"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1985","729.6","7.5","10.5","4.4"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1986","579.9","8.1","11.2","5.0"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1987","623.5","7.5","10.4","4.6"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1988","623.6","9.4","12.4","6.4"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1989","513.9","10.4","13.7","7.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1990","619.6","10.6","13.8","7.4"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1991","622.2","9.3","12.3","6.3"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1992","588.7","9.9","13.0","6.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1993","710.5","8.7","11.5","5.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1994","820.8","9.8","12.8","6.7"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1995","661.1","9.3","12.5","6.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1996",,"7.9","11.0","4.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1997",,"9.4","12.6","6.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1998",,"8.8","11.6","6.0"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","1999",,,,"6.4"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2000",,"9.9","12.8","7.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2001",,,,"5.9"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2002",,,,"6.7"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2003",,,,"5.9"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2004",,,,"6.2"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2005",,,,"6.2"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2006",,,,"7.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2007",,,,"7.2"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2008",,,,"6.9"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2009",,,,"6.5"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2010",,,,"4.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2011",,,,"6.6"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2012",,,,"6.1"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2013",,,,"6.2"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2014",,,,"7.7"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2015",,,,"6.9"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2016",,,,"6.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2017",,,,"6.8"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2018",,,,"7.2"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2019",,,,"7.3"
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","55.6831","12.5331","9.0","2020",,,,"7.5"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2002","666.3",,,
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2004","640.9","9.0","11.6","6.4"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2005","476.5",,,
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2006","576.8","9.8","12.4","7.1"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2007","613.4","9.9","12.5","7.3"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2008","468.2",,,
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2009","558.7","9.2","11.9","6.6"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2010","642.9","7.6","10.1","5.1"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2011","643.0","9.4","12.1","6.7"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2012","611.8","8.7","11.3","6.2"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2013","478.2","8.9","11.5","6.3"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2014","570.6","10.3","13.0","7.6"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2015","744.4","9.3","12.1","6.6"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2016","557.2","9.4","12.0","6.7"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2017","631.8","9.3","11.9","6.6"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2018","442.4","9.8","12.6","7.1"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2019","634.3","9.8","12.6","7.0"
"DAE00100980","TRANEBJERG OST 1, DA","55.8331","10.6167","18.0","2020","470.0","10.3","13.0","7.5"
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1962","613.3",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1963","631.2",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1964","507.5",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1965","661.1",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1966","680.3",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1967","739.2",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1968","577.5",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1969","528.9",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1970","664.4",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1971","556.2",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1973","547.4",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1975","505.6",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1976","428.2",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1977","627.8",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1978","576.5",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1979","640.8",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1980","654.4",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1982","498.3",,,
"DA000030210","KOEBENHAVN METEOROLOGISK INS, DA","55.7167","12.5667","8.0","1983","642.9",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1950","866.2",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1951","886.9",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1952","897.7",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1953","707.6",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1954","967.0",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1955","650.3",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1956","611.3",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1958","787.5",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1959","563.6",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1960","905.9",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1961","871.4",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1962","813.8",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1963","837.3",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1964","691.8",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1965","935.6",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1966","971.5",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1967","1013.9",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1968","803.3",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1969","607.0",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1971","720.1",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1972","729.8",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1973","779.0",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1974","966.9",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1977","902.1",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1978","919.3",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1979","983.8",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1980","1174.3",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1981","967.6",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1982","911.6",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1983","907.1",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1984","986.7",,,
"DAE00100415","BRODERUP, DA","54.9","9.27","23.0","1985","1050.7",,,
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1950","566.8","8.7","11.4","6.1"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1951",,,,"6.2"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1952","671.0","7.8","10.2","5.4"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1953","370.9","9.0","11.7","6.4"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1954","577.9",,"9.6",
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1955","598.5","7.6","9.8","5.3"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1956","536.4","6.6","8.7","4.6"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1957","410.3","8.1","10.2","6.0"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1958","590.8","7.5","9.6","5.4"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1959","462.9","9.0","11.2","6.8"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1960","835.4","7.9","9.9","6.0"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1961","552.1","8.8","10.9","6.7"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1962","533.7","7.3","9.3","5.2"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1963","552.6","7.1","9.2","4.9"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1964","433.0","7.9","10.0","5.7"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1965","619.0","7.3","9.3","5.2"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1966",,,,
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1967","529.0","8.7","11.1","6.3"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1968","658.8","8.3","10.7","6.0"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1969","526.8","7.6","9.9","5.2"
"DA000032030","SANDVIG, DA","55.2831","14.7831","13.0","1970","621.0","7.0","9.3","4.7"
